Customer Name,Title,Comments
trevor watson,Fast easy process with great massage.,Great customer service.
Stacey,Great customer service,Awesome massage!
customer,Was an amazing experience she was a…,"Was an amazing experience she was a very nice person,  new what she was doing i would highly recommend her to anyone"
Mathew Stewart,Easy and smooth platform to use,Easy and smooth platform to use. Takes a lot of the stress out of seeing clients.
Diane Moran,Emily was my therapist doday,Emily was my therapist today.  She was excellent!  I would thoroughly recommend her and hopefully will be able to have another 90 minute massage again soon.  :D
customer,I booked a massage as a Mother's Day…,I booked a massage as a Mother's Day present for my wife on the Friday afternoon so less than 48hrs notice. The masseuse arrived exactly on time and provided the most wonderful service I( could have asked for.
Ryan Vargas,Excellent Idea,"My only reservation is on the company's app, I wasn't able to find any further info on my order meaning that I really wasn't sure when or if the masseuse would be arriving."
customer fiona,Best massage i have had .,Other than that it was an amazing experience which we will be re-using again and again.
C & J,Very easy to book a time that suits…,"Massage at the comfort of your home in just few clicks. Experienced therapist, handy equipments, soothing music and calming oils; perfect combination for a relaxing weekend."
Phil,Excellent Service,Best massage i have had .
Alisha B,The whole process was so simple,Ive had so many massages in the past this one was the most soothing and relaxing thank u blys
Cheryl Pryor,My experience was amazing,Very easy to book a time that suits through the app...
customer,Very easy and quality service,"We've had two great massages in the comfort of our home, both through the week and on the weekend. Easy to organize, all you need is a space for them to set up the table..."
Richard E Denison,Very good experiance I will only use…,"I don't know whether we were lucky, or if they just screen very well, but our masseuse (Tania) was seriously good..."
Josh,Best service,The app is now a permanent thing on my phone... definately recommend giving then a try... 😁
Natalie,Amazing!,"Excellent Service, caring masseurs"
customer,Great!,The whole process was so simple! Only problem is it makes me want to get a massage every week! The live tracking didn’t work for me but that was a bonus function I didn’t expect so didn’t bother me.
customer,Such a good app,My experience was amazing. Will definitely be using every time I’m in Sydney.  So disappointed that business isn’t in Northern Territory as I would be using more often.
Sandra Warnock,I purchased this massage package for my…,My therapist was amazing really knew how to read my body and fix the issues I had and helped me to completely relax which is normally difficult for me but he made me feel completely comfortable with him straight away
Pei N,Massage therapists to your door at…,Very good experiance I will only use Blys!
Charles,Pin was excellent in every way,"Regular user, loving the service."
Megan,So so happy with my experience,Amazing! Felt so comfortable and was a great massage!
James Ray,Blys Achieved,Great massage for a good price. My husband just loved it as it was a surprise gift for him. He felt rejuvenated. Thanks Ronald and team !
Emma O'Neill,Remedial and swedish massage,Such a good app. Convenient but I found it hard to find a really good massage therapist.
customer,Awesome service,I get regular bookings with one person now as he is so good. But most have been so so.
customer,Super easy app to use to book,Super easy app to use to book. Massage therapist was prompt and professional. Little things like asking where she could wash her hands when before she started. App let me rate her and now I can book her again any time. Easy to use. Super relaxing and not having to go home after (and get stressed in traffic and bright lights) was wonderful.
Ashley,Amazing experience!,"Amazing experience!! Targeted my problem areas and feel amazing, thank you so much! I would highly recommend to anyone no matter if it’s relaxation or remediation you’re looking for!"
Kristen,I love the blys service,I love the blys service. Massages at home at short notice... Perfect for parents!
Anna S,Relaxation at home!,"Quick and easy, very professional and reliable, and an amazing massage!"
Alesah Villalon,Bad customer support and system glitch,I ordered in advance because they had an option to send it to the recipient on a date you choose.
Lauren,Great service.,"The day after, I checked with chat support to ask if the voucher was sent on the chosen date. - They said YES."
Angela P,Emily was amazing,"I then asked for a copy of the email. They drafted an email that sounded off, so I asked for the exact email sent out yesterday."
Emma,Amazing!,That's when they admitted it was NOT sent. I asked why. They said there was a system glitch.
Christina,Awesome 👏,"I am a new mum so booking appointments is hard. Great range of time options to suit our schedule, wonderful professional massage, very easy to use online booking system."
Vic,Do yourself a favour. Get a massagge,"Emily was amazing, so strong which is just what I needed with terrible back and sore neck, I would definitely get Emily again"
customer,"Fantastic massage, great service and friendly",Amazing! Highly recommend!
customer,Blys By Name Blys By Nature,Exceeded my expectations 👍
customer,Easy to use,"Great system. Used it twice so far, smooth booking. Therapists on time and provided wonderful massage"
Amanda,Was interesting.,"Fantastic massage, great service and so friendly/organised."
Dean,Excellent massage,I booked my first massage yesterday with Blys and it was wonderful. Belinda is an amazing masseuse and I would highly recommend her and the services of Blys. So great to know this is available. Thank you
Christine,Great service!,"Easy to use, professional therapist and great massage!"
Penny,Great and professional service,Didnt confirm till 5pm friday(i had to call) for a saturday appt.
customer,Excellent service,"One therapist was brilliant and very educated. the other had the idea that a Swedish massage was rough and hard. even after she was asked several times to stop she proceeded to go harder, as massage therapists ourselves we mentioned efflorage and gentle movements just to return to baby hulk movements. Quite dissapointing."
R1993,Highly recommend - Uber for massages,"Excellent massage, the therapist knew what she was doing very professional"
customer,Total Blys,Jackie S has great massage technique.  Very happy.
Richard M,Brilliant!,"It was easy to book, the service was great and massage was so relaxing."
Elaine,Great company,I have been using Blys for a while and I really like the new function of the new app which we can choose the therapist we want and also have more understanding about them.
Nadia,Impeccable service + great massage +…,"I really like the idea and concept for this mobile massage, it would be great if you can provide more choices of massages in the future, for example : Hot Stone massage, Herbal compress massage, foot massage."
Belle & Michael,Sore mum no more!,"Other than that, everything else has been great that’s why I’m one of your loyalty customer."
Roger,Great service at a great price.,Impeccable service + great massage + good price. Will definitely use the service again.
customer,Excellent idea,"I'm a mum of 2 young kids, which makes it very hard for me to go somewhere to get a massage. Blys breaks that barrier! I am now able to get regular massage at my home, without having to worry about babysitters. Even more, I can use my private health insurance too!"
Sue,Good service and follow up.,"Excellent idea. So convenient, come to your home, great massage! Will definitely use again."
customer,Convenient and easy!,Such a convenient and easy way to book and receive massage at the comfort of your home! Enjoyed the first massage and would book again!
Brett,Great service by a fantastic…,Great service by a fantastic practitioner! 👍🏽
Bev,Happy customer,Kim gave me a wonderful massage and I could happily recommend her to anyone
customer,Terrific massage,"Was a wonderful experience - so great being able to have someone come to my house at night, as I have a young baby and it’s not easy to find time for myself! Would highly recommend. Best massage I’ve had in ages, very professional and lovely therapist, and seamless booking process."
Christine Snow,Booked Blys online for the first time…,"Booked Blys online for the first time for a special surprised couples massage in Geelong, a little bit disappointed that I had to make a couple of calls to confirm our booking and was changed to a singles massage due to unavailability of a second therapist 😪 but the therapist arrived on time and was superb at his massage, very professional and very obliging and very good at his massage technics."
Steve,Great company and great service,We will be booking again !
customer,Great experience,Great experience! Highly recommended.
customer,Convenient and professional,Convenient and professional.  Excellent communication throughout the whole process.
customer,So good to have a massage at home…,So good to have a massage at home rather than going out and dealing with parking etc. the massage was truly excellent. We will be booking again!
Brian,Professional service,"Efficient service, professional therapists, trust worthy and respectful"
HARISH,Excellent service and skillful…,Excellent service and skillful therapist.
Stevo,Thumbs up,Easy to use . Quick response. Excellent massage
customer,Great Experience,"Very effective massage, fixed my back pain right up!"
Pauline,Cannot recommend highly enough,Cannot recommend highly enough! Stephanie was excellent and the massage was perfect.
customer,Surprise gift,Good experience
customer,Good massage,Proffessional and very good
"Laura S, Brisbane",Amazing concept,"Amazing concept, booked my massages thinking it would be for a weeks time but booked it for that afternoon and both people arrived on time, so friendly, we had a couples massage in the comfort of our own home- not having to drive anywhere! Was too good to be true, cannot wait for my next one ☺️"
YB,Sebina was very skillful and thoughtful…,Sebina was very skillful and thoughtful in accommodating us. We will definitely book her for a back-to-back couples session again.
Kim,Awesome,Awesome team! Well done!!
Po,Good !!,Good customer service. Always respond as soon as possible.
..,Almost perfect.,I think the staff been given scripts whether for their telephone conversations. Emails. And texts.
Andrew,Excellent service,Sometimes they seem inflexible.
Luke,Blys Feedback,They don't hear you.
Jihyeon (DeeDee),Great,They just wanna say what they got told to say.
Carly,Blys Review,Takes a bit of energy to get their attention that you understand their reply but you are addressing a totally different topic.
Bennett,Recommend it!,Apart from that. They are on the ball . They follow up with your concerns (95%)
Danny,Is perfect when it works,Polite phone manners.
Trish PW,Great Service!,Definitely a great management style too
Adrian,Just need more appointments,great value for your money
Happy customer,What a great experience from Blys,"Booking platform, app work well!"
Sarah,Telly was great,Corporate massages going well. May be an idea to brief all corporate massage therapists together so on same page.
Sabrina,Map and client info,Client expectation may differ from job to job.
Ashley,Life changing,"Health fund rebates suitable for Remedial Massage only, not suitable for Swedish/relaxation."
Margherita,A blys Experience,"Very good  to work for.  Therapist price has always been the same,no variations."
Michael,excellent service,Network is great and implementing group sessions about topics is great also where  we can learn techniques from one another and share knowledge.
Richard,I can see more and more happy Blys…,i would be most  happy to continue working for this company where i can.
Matt M,I find Blys a convenient and wonderful…,Excellent service
Adrian Chik,Blys is awesome!,I can see more and more happy Blys customers . Keep up with a good work 👍
Mary,BLYS has given me a decent percentage…,I find Blys a convenient and wonderful app to use. The entire service is phenomenal. Thank you Blys !
Chor Yu (Jenny),The best organisation mobile massage…,I love the flexibility. Lovely staff too
Rowena,I love working with Blys,BLYS has given me a decent percentage of what they charge the client. Their communication is great and they always try to accomodate between the clients and the therapists.
Caitlin,Great service and great massages,The best organisation mobile massage app!!!
Matt,Great company to work with,"I love working with Blys.  I am feeling lucky to be part of this company for the following reasons: 1. The pay is really good compare to other mobile massage company 2. Supportive team who are there when we need them, they really look after us. Proactive, innovative  - we always try to find ways to make our services better. We share knowledge and techniques to improve our skills. Such an amazing company culture and it keeps getting better.What more could I ask? I’m just happy and satisfied with Blys. Thanks Ilter and the team."
Natalie,review of blys,"Great service and great massages! We had a couples massage with 2 therapists at the same time. They were great, and it was really lovely treat for us to experience together. Very professional, top quality equipment (massage tables, towels, music). Would highly recommend and book again! Thank you"
ladan hagbin,I believe Blys is a high quality…,"Great company to work with, great support team making life a lot easier and taking care of the arrangements so i can focus on providing clients with the best possible massage experience."
Robert,Blys,great company to work for...easy to handle your questions and enquires.
Tiah,More jobs available than with other…,I believe Blys is a high quality company for the service that it gives both to clients and therapists. It is good service with reasonable price for clients and fair payments for therapists as well as providing good support and updating system for both sides. I have been happy as a therapist.  Thanks
Stella,Blys is a valued app,Professional
Allessa,I am very happy to work with blys and…,"More jobs available than with other massage companies, but shift offers are still quite infrequent. Pays slightly more than other companies too."
Chris,Blys is a great company to work for,"Blys is a valued app, that brings me lots of new business & also looks after my clients. Easy to use & profitable pay."
Sonia,they are the ideal partner I wanted to…,I am very happy to work with blys and it is an excellent company to keep growing in it.
customer,Genuine and professional service,Blys is a great company to work for. I just wish there was more work out there.
customer,Fab - loves it 5 stars!!,they are the ideal partner I wanted to have to work with. They are very efficient supportive and help me a lot in my job and our relationship is truly fair.
Mikie,I loved the massage and the entire…,"I loved the massage and the entire experience of using the app, timely updates of when the therapist is coming was smooth and reliable. Highly recommend to anyone especially because it lets you relax in your home."
customer,Good,"Easy service, friendly staff but it should be disclosed prior to booking that there is  a 50% cancellation fee (a $100 fee for a couples massage)."
"Kerrie, Dee Why",Brilliant service and so easy to book…,Brilliant service and so easy to book and true 'spa-like' experience in your own home.
James,Always a treat when I get a massage…,Always a treat when I get a massage from Blys. Had about 5 different therapists so far and not one has let me down. 10/10
customer,The staff are great always on time…,The staff are great always on time great at their job!
Amanda B,Best massage I’ve ever had!,Alessa was amazing!!! I literally floated around for a week. I know now why they call it Blys!
Customer,BLYSful Experience,Amazing service!
Michelle,Absolutely amazing,"Absolutely amazing! Easy booking, great therapist, amazing massage. Highly recommend!! :)"
customer,Love their app,"I love their new app, so easy to book. Quality massage too and lovely therapist."
customer,great experience and great staff.,great experience and great staff.. just book enough in advance to get the booking time you want
Savanna Rose,A great company to help you find your Blys!,I've had so many great experiences using Blys. Every massage I've had from them has been amazing. They know how to get my knots out while still managing to leave me floating on a cloud. I also think their customer service team goes above and beyond to help in any way they can. I love Blys and the wonderful service they provide!
Glenn,Anita is very professional & extremely…,Anita is very professional & extremely good at her job.
customer,Careful fellas when booking some girls,Thanks
customer,Fabulous corporate experience!,Glenn
customer,Cost of service delivery and timeframe…,"Careful fellas when booking some girls, girl reported me saying I was asking for extras, but at the same time saying other therapists were doing this and that, be on your guard as some therapists especially Australian girls are out to get us, therapist in question also gave me her mobile number, so cutting blys out from future commissions"
Rachna,Just great!,"Cost of service delivery and timeframe for response. Understand that some things are beyond your control, but a baseline assurance would have been nice."
customer,Amazing massage,"A lot is also dependent on the masseuse, so it may be worth having the masseuse given guidelines on customer service."
Matthew,Make sure you leave lots of time to book,"I was able to book in the morning for a massage that evening. Belinda was incredible, really targeted the problem area and provided relief. 100% recommend!"
Muhammad Ejaz,No time waste during massage,"Amazing massage, Tina was very skilled in understanding where the tension was. One of the best massages I have ever had and I get very regular thai massages."
Fab,On time,"The therapists I have seen have been consistently of a high standard, however I have had several occasions when there have been no therapists available."
customer,Mum really enjoyed her deep tissue…,Mum really enjoyed her deep tissue massage.
customer,"it was very good gift for my wife,she…","it was very good gift for my wife,she loves it"
Gabrielle,Awesome service!,"I booked on Christmas night for Christmas night not expecting to get a therapist on such a day, but I did! And he (Odiy) was wonderful! The whole booking experience  was effortless and efficient. Awesome service and excellent therapists. Thank you!"
Matt,Convenient for parents,"Great massage, really convenient for us as parents of two children for them to come to our house."
Cathy,no show by therapist,"no show by therapist, hard to get your money back, won't rebook"
Martine. J,Excellent!,"I have booked a therapist 3 times through Blys now. Excellent service and the third time, I was even able to book a last-minute massage as a birthday gift for my mum."
customer,displeasure,"Therapist is not very good for massage,, the towel have a strong unpleasant smell after finish massage my body is stinky   and abit itch"
Pat,Always awesome service!,"Professional, wonderful service. I can order and have a massage when i need it in the comfort of my own home."
Paul Cachia,Best value ever!,Had multiple massages and all have been excellent. For those wanting Privacy and Professionalism definitely worth a go.
Kelly,Convenient and professional,I absolutely love using the Blys service! It’s so easy to book via the app and I have been really impressed with the quality of therapists too!
Steff,I absolutely love using the Blys…,Amazing! Easy to use with a quick rely! Super convenient massage at your door! I highly recommend this company
Krissie,Amazing,"Great experience, easy to book! Our massage therapist Carly was awesome!"
customer,Nothing to say it was perfect,"it would have been good if they arrived at the same time. one was 20 minutes late, I was shorted 15 minutes of the massage. table was creaky and arms prickly. was very disappointed with my massage. my partner had a good experience. she came on time and was very professional, wish we only booked one"
customer,Great experiencegighly recommend,Some therapists not as professional and have poor communication skills as well as poor quality linen.
Hayley,it would have been good if they arrived…,I enjoyed my very first masseuse emencly and I tried to continue booking her unfortunately I expienced problems with the ap or booking mechanisms so I tried telephoning to organise the bookings to which my call was never returned subsequently I found a private masseuse to service my needs
William  Rippon,Some therapists not as professional and…,Professional service.
Tony,I enjoyed my very first masseuse…,Quality massage.
customer,Professional service,So convenient and relaxing to have at home.
SA customer,Hit and miss with the quality and experience,Hit and miss with the quality and experience of the massage therapists in SA. Would be curious to know if some where even qualified.. very over priced for the quality.
JRRAM1,My experience would be enhanced if I…,My experience would have been enhanced if I had the opportunity to review therapists before they were auto assigned based on proximity or health fund constraints.
Ammar,Great staff & customer centric,"Great staff, reliable, and if something goes wrong the company fixes it with the long term relationship and customer experience in mind. Super convenient. Founder still very hands on."
SAMANTHA,Always a happy Customer,Have never been disappointed in the quality of massage or professionalism. Very well run business and a team of people who are good at what they specialise in!
Sarah Hespe,Always accommodating and wonderful…,Always accommodating and wonderful massage therapists
Ana,Nothing beats a realxing message at the comfort of your home,Wondering experience!
na,Excellent service,"Excellent service - very personalised. Well priced, never had a bad massage or a bad therapist. Will use again and again!!"
customer,Cool,"Cool, kind, releaf muscle and stress"
ben,excellent,excellent massage and people
BRIONY,Convenient and lovely people.,"I have no problems on booking on line. They set up very quickly and very tentative on what I wanted. It was lovely to have it on my private place and hassle free, no need to drive anywhere. I would highly recommend."
Eliza,I have no problems on booking on line,Every. Single. Person in our office loved Ingrid (Galloway)! She was absolutely amazing and soo lovely. We definitely want her back for our next quarterly massage. Thank you so much!
Blue,Incredible!,I booked a massage for my husband for Father’s Day and he said it was one of the best massages he had ever had. That means s lot from him as he has many due to an old sporting injury.
Rachel,Best massage ever !!,Thank you so much. We will definitely book again.
Mitchell,Amazing massage,"Amazing massage, amazing service. Cheers"
kristen,Great service!!!!,used several times. love it.
Virginia Murphy,Fantastic service and great therapists.,"Hi, I would highly suggest and recommend blys for pregnancy massages. They have one of the best trained and equipped therapists ."
Franck,Uber for massage,Loved the kind of care and knowledge the therapist Victoria had.. money well spent😁😁😁
Sara,Best experience throughout my pregnancy,Therapist and treatment was great ... but the applications and the website is a nightmare to use ...streamline booking appointments and fix the reliability of your app and it would be 5 star.
Tracey,Therapist and treatment was great ..,Outstanding service. Seamless app and excellent quality therapists. Able to look after me on short notice.
Allan Manuel,Outstanding service,"The massage was great, I couldn't have asked for more."
Edwin,Massage ok,Ist 1 ok - 2nd I acutely got sick so
Nat123,A great way experience,3rd was average - very soft despite asking saying he was known for his firm massage. Despite that the 2 were very professional and provide everything
TMac,Blys is a wonderful way to book a…,Very professional & friendly massage therapists. A great service
AMG,Excellent massage,"Blys is a wonderful way to book a massage. No leaving home, they are professional and so far iv had amazing massage therapists"
Sushrik Mukherjee,Good and helpful service.,I would definitely recommend!
Nofel Quddusi,Excellent service.,Excellent massage. All aspects of Blys processes are very professional.
